timestamp_ms,rel_timestamp_ms,accel_x,accel_y,accel_z,label
1790088975700,8884,0.9589,9.6156,1.2461,Standing Still
1790088975721,8905,0.9876,9.6191,1.1994,Standing Still
1790088975742,8926,1.0158,9.6048,1.2933,Standing Still
1790088975762,8946,0.9763,9.6544,1.2694,Standing Still
1790088975786,8970,1.0205,9.6826,1.1689,Standing Still
1790088975807,8991,1.0558,9.6174,1.2317,Standing Still
1790088975826,9010,0.9200,9.5886,1.2461,Standing Still
1790088975847,9031,0.9296,9.6604,1.2263,Standing Still
1790088975869,9053,1.0355,9.6718,1.2425,Standing Still
1790088975890,9074,1.0134,9.6108,1.2855,Standing Still
1790088975913,9097,0.9649,9.5617,1.2120,Standing Still
1790088975933,9117,1.0032,9.5982,1.2215,Standing Still
1790088975955,9139,1.0158,9.6556,1.2574,Standing Still
1790088975974,9158,0.9876,9.6730,1.2263,Standing Still
1790088975996,9180,0.9601,9.6640,1.1737,Standing Still
1790088976017,9201,1.0020,9.6096,1.2048,Standing Still
1790088976039,9223,0.9799,9.5970,1.2024,Standing Still
1790088976060,9244,0.9505,9.6299,1.2215,Standing Still
1790088976082,9266,0.9284,9.6526,1.2120,Standing Still
1790088976103,9287,0.9775,9.6066,1.1755,Standing Still
1790088976123,9307,0.9870,9.6162,1.2120,Standing Still
1790088976145,9329,0.9727,9.6323,1.2239,Standing Still
1790088976166,9350,0.9697,9.6275,1.1803,Standing Still
1790088976188,9372,0.9811,9.5952,1.1916,Standing Still
1790088976208,9392,0.9924,9.6132,1.1976,Standing Still
1790088976230,9414,1.0319,9.6395,1.1139,Standing Still
1790088976252,9436,1.0319,9.6275,1.1438,Standing Still
1790088976272,9456,1.0493,9.6096,1.1450,Standing Still
1790088976293,9477,1.0816,9.6479,1.1198,Standing Still
1790088976312,9496,1.0098,9.6509,1.2760,Standing Still
1790088976336,9520,0.9296,9.5157,1.2359,Standing Still
1790088976356,9540,0.9840,9.5504,1.0205,Standing Still
1790088976380,9564,1.0786,9.6443,1.1438,Standing Still
1790088976398,9582,1.0397,9.6269,1.2269,Standing Still
1790088976422,9606,0.9751,9.6030,1.0588,Standing Still
1790088976441,9625,1.0540,9.6353,1.0337,Standing Still
1790088976463,9647,1.0319,9.4959,1.1898,Standing Still
1790088976483,9667,0.9320,9.4738,1.0750,Standing Still
1790088976506,9690,0.9679,9.6078,0.9870,Standing Still
1790088976526,9710,0.9703,9.6299,1.1545,Standing Still
